id,title,especie,raza,sexo,peligroso,fechaNacimiento,capa,tamagno,foto,lugar,disponibilidad,identificadoIngreso,microchip,pasaporteISO,pasaporteNum,rabia,esterilizado,enCMPA,creationDate,lastUpdated,cartilla,fechaRabia,lugarEsterilizacion,fechaEsterilizacion,caracter,description,chenil,espacio,foto2
2922,JAIRO,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2020-06-03T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/JAIRO.jpg,Guardería,Disponible,N,941000026523259,ES,020328342,N,S,S,2021-06-09T00:00:00,2021-08-12T10:20:40,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/JAIRO.jpg
3342,JASPER,Felina,COMUN EUROPEO,Macho,N,2019-06-15T00:00:00,BLANCO Y NEGRO,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/3342_1663745609849.png,Parque,Disponible,N,941000026523362,,,N,S,S,2021-06-24T00:00:00,2022-09-21T09:33:29,AR0018819,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3342_1663745609849.png
3351,Shiba,Canina,MESTIZO,Hembra,N,2014-12-19T00:00:00,Negro,,/cont/paginas/proteccionanimal/animal/imagen/3351_1663747399970.png,Cuarentena,Disponible,S,941000017536978,ES,020187120,S,N,N,2021-06-24T00:00:00,2022-09-21T10:03:19,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3351_1663747399970.png
1910,FINA ,Canina,MESTIZO,Hembra,S,2018-07-15T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/FINA.jpg,Guardería,Disponible,N,941000024746817,ES,020302391,N,S,S,2021-05-20T00:00:00,2021-08-12T11:35:46,,2020-02-10T00:00:00,En el CMPA,2021-05-01T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/FINA.jpg
1930,STRONG,Canina,MESTIZO,Macho,S,2014-06-06T00:00:00,Atigrado,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/STRONG.jpg,Guardería,Disponible,S,900176000121034,ES,020300418,S,S,N,2021-05-20T00:00:00,2021-06-02T13:45:31,,2019-09-07T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/STRONG.jpg
1990,MILU,Canina,AMERICAN STAFFORDSHIRE TERRIER,Hembra,S,2019-05-10T00:00:00,,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/MILU.jpg,CMPA,Disponible,N,941000025852614,ES,020322712,S,S,S,2021-05-20T00:00:00,2022-05-28T09:11:27,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/MILU.jpg
2055,MAYO,Canina,PASTOR ALEMÁN,Macho,N,2011-05-25T00:00:00,Negro y fuego,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/mayo.png,CMPA,Disponible,N,941000026523198,ES,020328337,N,S,S,2021-05-20T00:00:00,2022-05-25T08:45:34,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/mayo.png
2082,NAPOLEON,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2020-07-15T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/napoleon.png,CMPA,Disponible,N,941000026523328,ES,020328334,N,S,S,2021-05-20T00:00:00,2022-05-24T10:43:38,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/napoleon.png
2117,MISI,Felina,SIAMÉS,Hembra,N,2019-03-30T00:00:00,Gris,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/misi.jpg,Cuarentena,Disponible,N,941000026249012,,,N,S,S,2021-05-20T00:00:00,2022-11-25T08:34:31,AR0040568,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/misi.jpg
2156,MORGAN,Felina,COMÚN EUROPEO,Macho,N,2020-03-15T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/morgan.png,Casa de Acogida,Disponible,N,941000026249030,,,N,N,S,2021-05-20T00:00:00,2022-02-10T09:27:05,AR0040565,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/morgan.png
2170,CASETAS,Felina,COMÚN EUROPEO,Hembra,N,2019-10-17T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/casetas.jpg,Parque,Disponible,N,941000026248989,,,N,S,S,2021-05-20T00:00:00,2021-08-25T15:06:56,AR0040253,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/casetas.jpg
2183,THORR ,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2019-09-13T00:00:00,Blanco y rojo,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/THORR.jpg,Guardería,Disponible,S,941000024718193,ES,020281270,N,S,S,2021-05-20T00:00:00,2021-08-12T09:37:32,,2021-04-15T00:00:00,En el CMPA,2021-05-01T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/THORR.jpg
2203,CHISKA,Canina,MESTIZO,Hembra,S,2013-06-01T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/CHISCA.jpg,Cuarentena,Disponible,S,941000023746637,ES,020333395,N,N,S,2021-05-20T00:00:00,2022-03-18T10:46:43,,2021-05-05T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/CHISCA.jpg
2209,PANCHO,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2015-05-01T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/FRANCHO.jpg,Guardería,Disponible,S,941000019380918,ES,020332012,S,S,S,2021-05-20T00:00:00,2021-08-21T12:06:25,,2021-02-13T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/FRANCHO.jpg
2220,ABBY ,Canina,MESTIZO,Hembra,S,2020-04-04T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/abby.jpg,Guardería,Disponible,N,941000026249023,ES,020333989,N,S,S,2021-05-20T00:00:00,2021-06-02T13:31:51,,2021-04-05T00:00:00,En el CMPA,2021-05-01T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/abby.jpg
2233,DAJJA ,Canina,MESTIZO,Hembra,S,2018-09-15T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/DAJJA.jpg,Guardería,Disponible,S,981098106628147,ES,020271156,N,N,S,2021-05-20T00:00:00,2022-03-18T08:55:00,,2021-02-16T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/DAJJA.jpg
2234,ARIKA ,Canina,PITBULL,Hembra,S,2014-01-06T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/ARIKA.jpg,Guardería,Disponible,S,941000016214553,ES,020332019,N,N,S,2021-05-20T00:00:00,2022-03-18T08:53:57,,2021-02-16T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/ARIKA.jpg
592,DIVA,Canina,AMERICAN STAFFORDSHIRE TERRIER,Hembra,S,2017-11-04T00:00:00,Marrón,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/DIVA.jpg,Guardería,Disponible,S,941000021340080,ES,020293739,N,S,N,2021-05-20T00:00:00,2021-08-13T15:09:02,,2021-03-24T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/DIVA.jpg
598,Eros,Canina,PITBULL,Macho,S,2014-05-16T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/598_1663747727566.png,CMPA,Disponible,N,941000021340253,ES,020246171,N,S,S,2021-05-20T00:00:00,2022-09-21T10:08:47,,2018-08-19T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/598_1663747727566.png
624,PRINCIPE,Felina,COMÚN EUROPEO,Macho,N,2020-06-30T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/IMG-20180524-WA0010.jpg,Casa de Acogida,Disponible,N,941000025852920,,,N,S,S,2021-05-20T00:00:00,2022-11-30T13:57:17,AR0026694,,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/IMG-20180524-WA0010.jpg
642,BARRI,Canina,DOGO ARGENTINO,Macho,S,2018-10-02T00:00:00,Blanco,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/barri2.png,CMPA,Disponible,N,941000023950613,ES,020288385,N,S,S,2021-05-20T00:00:00,2021-11-09T11:02:01,,2019-06-13T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/barri2.png
668,ROSITA,Canina,AMERICAN STAFFORDSHIRE TERRIER,Hembra,S,2018-06-18T00:00:00,Blanco y marrón,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/ROSITA.jpg,CMPA,Disponible,N,941000024072633,ES,020293698,S,S,S,2021-05-20T00:00:00,2021-08-18T11:15:20,,0019-06-18T23:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/ROSITA.jpg
713,FLAPY,Canina,MESTIZO,Macho,S,2017-08-29T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/fLAPY-min.jpg,Guardería,Disponible,N,941000023111294,ES,020271931,N,S,S,2021-05-20T00:00:00,2021-08-13T12:22:00,,2018-08-31T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/fLAPY-min.jpg
721,ARES,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2018-04-22T00:00:00,Blanco y atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/ARES-S.jpg,Guardería,Disponible,S,941000022909034,ES,020294224,N,S,S,2021-05-20T00:00:00,2021-08-12T10:03:43,,2019-07-20T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/ARES-S.jpg
281,VITO CORLEONE,Canina,MESTIZO,Macho,S,2017-01-01T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/0eddf0099dfd04846e24a360ea8862b6aed7acc657031732c576c8cf60066037.jpg,Guardería,Disponible,N,941000021640353,ES,020251565,N,S,S,2021-05-20T00:00:00,2021-08-13T11:00:12,,2017-09-01T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/0eddf0099dfd04846e24a360ea8862b6aed7acc657031732c576c8cf60066037.jpg
337,BOIRA,Felina,COMÚN EUROPEO,Hembra,N,2019-05-20T00:00:00,Tricolor,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/Boira 8974.png,Casa de Acogida,Disponible,N,941000024074041,,,N,N,S,2021-05-20T00:00:00,2021-08-25T15:33:09,AR0016727,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/Boira 8974.png
347,Kaos,Canina,MESTIZO,Macho,S,2015-01-01T00:00:00,Marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/fb4f50f92edac6bcf1ea8a1d60e2898bc2b98e97ffbbd88d8302b2b6e6bc2512.jpg,Guardería,Disponible,N,941000019020628,ES,020216176,N,S,S,2021-05-20T00:00:00,2021-08-13T10:15:17,,2018-08-01T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/fb4f50f92edac6bcf1ea8a1d60e2898bc2b98e97ffbbd88d8302b2b6e6bc2512.jpg
350,TRIANA,Canina,MESTIZO,Hembra,S,2018-01-07T00:00:00,Blanco y atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/triana.jpg,CMPA,Disponible,N,941000023477098,,020281295,S,S,S,2021-05-20T00:00:00,2021-08-18T09:43:42,,2019-01-02T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/triana.jpg
371,Nala,Canina,MESTIZO,Hembra,S,2017-03-05T00:00:00,Atigrado,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/nala.png,Guardería,Disponible,N,941000021452929,ES,020246162,S,S,S,2021-05-20T00:00:00,2021-08-24T08:05:35,,2018-08-19T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/nala.png
461,LONDRES,Canina,MESTIZO,Macho,S,2017-07-20T00:00:00,Canela,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/20180716_122110-min.jpg,Guardería,Disponible,N,941000022909261,ES,020270512,N,S,S,2021-05-20T00:00:00,2021-08-13T11:52:46,,2018-08-19T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/20180716_122110-min.jpg
467,JUNIOR,Canina,MESTIZO,Macho,S,2018-09-01T00:00:00,Marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/JUNIOR.jpg,Guardería,Disponible,N,941000023690350,ES,020282633,S,S,S,2021-05-20T00:00:00,2021-08-13T13:14:29,,2019-02-07T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/JUNIOR.jpg
470,HODOR,Canina,MESTIZO,Macho,S,2015-07-05T00:00:00,Atigrado,Gigante (> 45 Kg),/cont/paginas/proteccionanimal/animal/imagen/HODOR.jpg,Guardería,Disponible,N,941000019280381,ES,020221750,S,S,S,2021-05-20T00:00:00,2021-08-13T15:05:19,,2018-08-08T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/HODOR.jpg
500,ATHOS,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2017-02-05T00:00:00,,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/athos1.jpeg,Guardería,Disponible,N,941000023269042,ES,020277996,N,S,S,2021-05-20T00:00:00,2021-08-13T13:04:57,,2018-10-23T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/athos1.jpeg
543,THOR,Canina,PITBULL,Macho,S,2014-11-25T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/thor-min (1).jpg,Guardería,Disponible,S,981098106019180,ES,020181354,S,S,S,2021-05-20T00:00:00,2021-06-02T13:15:16,,2018-03-01T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/thor-min (1).jpg
572,CONGUITO,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2017-09-20T00:00:00,Blanco y negro,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/20180924_101331.jpg,Guardería,Disponible,N,941000023110864,ES,020276570,N,S,S,2021-05-20T00:00:00,2021-06-02T13:16:29,,2018-09-24T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/20180924_101331.jpg
1152,ISIS,Canina,PITBULL,Hembra,S,2017-05-15T00:00:00,Atigrado,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/ISIS.jpg,CMPA,Disponible,N,941000023950660,ES,020288399,S,S,S,2021-05-20T00:00:00,2021-08-18T11:27:57,,0019-05-14T23:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/ISIS.jpg
1182,THAIS,Canina,MESTIZO,Hembra,S,2017-04-01T00:00:00,Marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/thais.jpg,Guardería,Disponible,S,981098106585313,ES,020247697,S,S,S,2021-05-20T00:00:00,2021-06-02T13:53:44,,2021-03-08T00:00:00,En el CMPA,2021-05-01T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/thais.jpg
1194,COCO,Canina,MESTIZO,Macho,S,2018-06-14T00:00:00,Blanco,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/1194_1663743412031.png,CMPA,Disponible,N,941000023950559,ES,020288376,S,S,S,2021-05-20T00:00:00,2022-09-21T08:56:52,,2022-08-23T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/1194_1663743412031.png
1203,PEÑITA (ACOGIDA),Felina,COMÚN EUROPEO,Hembra,N,2017-06-25T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/pena.jpg,Casa de Acogida,Disponible,N,941000024072126,,,N,N,S,2021-05-20T00:00:00,2022-04-11T09:50:51,AR0016470,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/pena.jpg
1207,SIMONA,Canina,MESTIZO,Hembra,S,2018-12-05T00:00:00,Blanco,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/SIMONABIS.jpg,Guardería,Disponible,S,941000024072122,ES,020294261,S,S,S,2021-05-20T00:00:00,2021-06-02T13:33:05,,2020-07-15T00:00:00,En el CMPA,2021-05-01T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/SIMONABIS.jpg
1208,Martinete,Canina,MESTIZO,Macho,S,2017-02-11T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/07557 Martin.jpg,Guardería,Disponible,N,941000021934438,ES,020254664,N,S,S,2021-05-20T00:00:00,2022-07-14T13:40:56,,2018-09-25T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/07557 Martin.jpg
1220,NANUK,Canina,MESTIZO,Hembra,S,2018-12-05T00:00:00,Blanco y negro,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/NANUK.jpg,CMPA,Disponible,S,941000024072125,ES,020294259,S,S,S,2021-05-20T00:00:00,2022-07-15T11:53:13,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/NANUK.jpg
1221,IRENE,Canina,MESTIZO,Hembra,S,2018-12-05T00:00:00,Blanco y negro,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/IRENE.jpg,Guardería,Disponible,S,941000024072124,ES,020294256,S,S,S,2021-05-20T00:00:00,2021-06-02T13:41:37,,2020-07-15T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/IRENE.jpg
1226,ARCOMAX,Canina,GRAN DANÉS,Macho,S,2014-04-01T00:00:00,Blanco,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/arcomax.jpg,CMPA,Disponible,S,941000016500208,ES,020294221,N,S,S,2021-05-20T00:00:00,2022-11-09T13:32:51,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/arcomax.jpg
1246,SANTO,Canina,MESTIZO,Macho,S,2018-12-05T00:00:00,Blanco y atigrado,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/SANTOBIS.jpg,CMPA,Disponible,S,941000024072201,ES,020294257,S,S,S,2021-05-20T00:00:00,2021-08-18T11:02:33,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/SANTOBIS.jpg
1257,STILES,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2016-04-04T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/a466eefa414b7c86a4dd73aa6199b3d4acc936cea22fd73b35957d6a97a22b39.jpg,CMPA,Disponible,N,941000022909210,ES,020270518,N,S,S,2021-05-20T00:00:00,2021-08-17T13:12:48,,2018-08-19T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/a466eefa414b7c86a4dd73aa6199b3d4acc936cea22fd73b35957d6a97a22b39.jpg
742,YERRY,Canina,MESTIZO,Macho,S,2018-12-05T00:00:00,Blanco y marrón,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/yerry.png,CMPA,Disponible,S,941000024072202,ES,020294264,S,S,S,2021-05-20T00:00:00,2021-08-19T11:45:34,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/yerry.png
750,FLECHA,Canina,MESTIZO,Hembra,S,2018-07-25T00:00:00,Blanco,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/flecha.jpg,CMPA,Disponible,N,941000024072429,ES,020294220,N,S,S,2021-05-20T00:00:00,2021-05-20T00:00:00,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/flecha.jpg
757,LUNA (ACOGIDA),Felina,COMÚN EUROPEO,Hembra,N,2013-03-27T00:00:00,Tricolor,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/Luna 8663.jpg,Casa de Acogida,Disponible,S,941000023690272,,,N,S,S,2021-05-20T00:00:00,2022-04-11T09:59:32,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/Luna 8663.jpg
797,PASTRIZ,Canina,MESTIZO,Macho,S,2016-03-23T00:00:00,Blanco y atigrado,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/pastriz.jpg,CMPA,Disponible,N,941000021935948,ES,020253622,N,S,S,2021-05-20T00:00:00,2021-08-18T08:55:51,,2018-08-14T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/pastriz.jpg
801,VINNI,Canina,MESTIZO,Macho,S,2017-11-30T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/vinni.jpeg,Guardería,Disponible,N,941000022909764,ES,020266879,S,S,S,2021-05-20T00:00:00,2021-08-13T11:36:41,,2018-08-18T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/vinni.jpeg
825,CHIPIRON,Canina,MESTIZO,Macho,S,2017-04-04T00:00:00,Blanco y canela,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/11ea22a7fa92c492988c03468ed3d28fc4517d5a35b8e27cd785f1f91d723211.jpg,Guardería,Disponible,N,941000023111492,ES,020271258,N,S,S,2021-05-20T00:00:00,2021-08-13T12:17:32,,2018-08-18T00:00:00,,,Bueno,"<p>Perro muy tranquilo y amigable de tamaño mediano. Ven a conocerlo.</p>
",,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/11ea22a7fa92c492988c03468ed3d28fc4517d5a35b8e27cd785f1f91d723211.jpg
875,CACHIRULO,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2017-10-20T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/cachirulo.png,Guardería,Disponible,N,941000023269089,ES,020276576,S,S,S,2021-05-20T00:00:00,2021-08-18T08:52:06,,0018-10-23T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/cachirulo.png
905,JUNE ,Canina,PITBULL,Hembra,S,2016-11-14T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/_20180522_141954.jpg,Guardería,Disponible,N,941000022564705,ES,020265955,S,S,S,2021-05-20T00:00:00,2021-09-23T08:28:52,,2018-05-18T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/_20180522_141954.jpg
924,AKASHA,Canina,PITBULL,Hembra,S,2012-12-04T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/AKASHA111.jpg,CMPA,Disponible,S,941000014742131,ES,020254877,S,S,S,2021-05-20T00:00:00,2021-08-18T08:51:40,,2018-06-15T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/AKASHA111.jpg
1004,CHEEWACCA,Canina,MESTIZO,Macho,S,2018-12-05T00:00:00,Blanco y atigrado,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/CHEEWACCAS.jpg,CMPA,Disponible,S,941000024072111,ES,020294258,S,S,S,2021-05-20T00:00:00,2021-08-18T11:18:22,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/CHEEWACCAS.jpg
1012,TORETE,Canina,PITBULL,Macho,S,2017-08-05T00:00:00,Negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/TORETE11.jpg,Guardería,Disponible,N,941000024072549,ES,020294205,S,S,S,2021-05-20T00:00:00,2021-08-12T10:13:39,,2019-08-05T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/TORETE11.jpg
1023,MAMI,Canina,MESTIZO,Hembra,S,2014-08-15T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/IMG_20190816_094400004.jpg,Guardería,Disponible,N,941000024306258,,,N,S,S,2021-05-20T00:00:00,2021-11-25T10:19:48,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/IMG_20190816_094400004.jpg
1051,AIDEN,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2015-08-05T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/Aiden 7778.jpg,CMPA,Disponible,N,941000022288539,ES,020259917,N,S,S,2021-05-20T00:00:00,2021-08-18T09:25:56,,2018-03-08T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/Aiden 7778.jpg
1050,GAIA,Canina,AMERICAN STAFFORDSHIRE TERRIER,Hembra,S,2015-08-05T00:00:00,Marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/Gaia 7777.jpg,CMPA,Disponible,N,941000022288538,ES,020259917,N,S,S,2021-05-20T00:00:00,2021-08-18T09:06:18,,2018-03-08T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/Gaia 7777.jpg
