id,title,especie,raza,sexo,peligroso,fechaNacimiento,capa,tamagno,foto,lugar,disponibilidad,identificadoIngreso,microchip,pasaporteISO,pasaporteNum,rabia,esterilizado,enCMPA,creationDate,lastUpdated,cartilla,fechaRabia,lugarEsterilizacion,fechaEsterilizacion,caracter,description,chenil,espacio,foto2
3955,LORETO,Felina,COMÚN EUROPEO,Hembra,N,2016-03-22T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/3955_1647944443850.png,Casa de Acogida,Disponible,N,981098108659866,,,N,N,S,2022-03-22T11:20:43,2022-05-31T11:08:28,AR0049410,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3955_1647944443850.png
4086,MERIDA,Canina,MESTIZO,Hembra,N,2021-01-17T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4086_1663746717930.png,CMPA,Disponible,N,981098108687758,ES,020360761,N,N,S,2022-05-17T13:48:51,2022-09-21T09:51:57,,2022-05-17T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4086_1663746717930.png
4126,MOMU,Felina,COMÚN EUROPEO,Macho,N,2022-05-01T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4126_1654151145632.png,Cuarentena,Disponible,N,,,,N,N,S,2022-06-02T08:25:45,2022-06-02T08:25:45,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4126_1654151145632.png
3363,JANINA,Felina,COMUN EUROPEO,Hembra,N,2021-04-21T00:00:00,siamés,,/cont/paginas/proteccionanimal/animal/imagen/3363_1646126581553.png,Casa de Acogida,Disponible,N,941000026627619,,,N,N,N,2021-06-24T00:00:00,2022-03-04T13:54:16,AR0042138,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3363_1646126581553.png
4016,CABALLERO,Felina,COMÚN EUROPEO,Macho,N,2021-04-25T00:00:00,Naranja,,/cont/paginas/proteccionanimal/animal/imagen/4016_1651221158307.png,Parque,Disponible,N,981098108687201,,,N,N,S,2022-04-26T09:30:30,2022-05-12T09:32:49,AR0048848,,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4016_1651221158307.png
3886,PELUCHE,Canina,MESTIZO,Macho,N,2020-04-02T00:00:00,Marrón,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/peluche.png,Cuarentena,Disponible,S,941000023746634,ES,020310596,N,N,S,2022-02-12T12:03:02,2022-02-12T12:03:02,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/peluche.png
4002,AMPARITO,Felina,COMÚN EUROPEO,Hembra,N,2021-04-18T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4002_1650272663204.png,Cuarentena,Disponible,N,981098108659930,,,N,N,S,2022-04-18T11:04:23,2022-04-18T11:04:23,AR0049397,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4002_1650272663204.png
4003,KANGU / PAZ,Felina,COMÚN EUROPEO,Hembra,N,2022-04-18T00:00:00,,,/cont/paginas/proteccionanimal/animal/imagen/4003_1650276248387.png,Cuarentena,Disponible,N,981098108659395,,,N,N,S,2022-04-18T12:04:08,2022-05-10T13:13:45,AR0048192,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4003_1650276248387.png
4108,MILBA,Felina,COMÚN EUROPEO,Hembra,N,2022-04-23T00:00:00,Blanco,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4108_1653301239603.png,Parque,Disponible,N,981098108687382,,,N,S,S,2022-05-23T12:16:56,2022-12-21T08:08:34,AR0056306,,En el CMPA,2022-11-15T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4108_1653301239603.png
3893,MINI,Felina,COMÚN EUROPEO,Hembra,N,2021-02-15T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/3893_1644929629619.png,Parque,Disponible,N,981098108659824,,,N,S,S,2022-02-15T13:53:49,2022-08-25T13:42:21,AR0048182,,En el hospital,2022-02-14T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3893_1644929629619.png
3947,PEPE,Felina,COMÚN EUROPEO,Macho,N,2017-03-18T00:00:00,Naranja,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/3947_1647607116221.png,Casa de Acogida,Disponible,N,,,,N,N,S,2022-03-18T13:31:56,2022-03-18T13:31:56,AR0049408,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3947_1647607116221.png
3894,PANCHITO,Felina,COMÚN EUROPEO,Macho,N,2018-02-16T00:00:00,,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/3894_1645003787209.png,Cuarentena,Disponible,N,981098108659431,,,N,S,S,2022-02-16T10:13:00,2023-02-10T10:14:37,AR0048856,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3894_1645003787209.png
3922,MIGUELITO,Canina,PITBULL,Macho,S,2018-02-28T00:00:00,Blanco y marrón,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/3922_1663746779018.png,Cuarentena,Disponible,N,985141004091700,ES,020361528,N,S,S,2022-02-28T11:42:44,2023-02-17T10:58:14,,2022-02-28T00:00:00,En el CMPA,2023-02-17T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3922_1663746779018.png
4105,GORDITO,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2021-05-21T00:00:00,Blanco y marrón,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/4105_1653131546351.png,Guardería,Disponible,N,981098108687611,ES,020360762,S,N,S,2022-05-21T13:12:26,2022-07-06T12:21:46,,2022-05-21T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4105_1653131546351.png
3924,PEPA,Canina,AMERICAN STAFFORDSHIRE TERRIER,Hembra,S,2015-01-01T00:00:00,Blanco y canela,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/3924_1647002186092.png,Guardería,Disponible,S,941000017458228,ES,020196933,N,N,S,2022-03-02T08:45:23,2022-08-18T11:27:21,,2015-11-16T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3924_1647002186092.png
4001,Huran,Canina,ALANO ESPAÑOL,Macho,N,2019-07-25T00:00:00,Beige,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4001_1663745050924.png,Guardería,Disponible,S,981098108074811,ES,020361513,N,S,S,2022-04-17T11:35:24,2022-09-21T09:24:10,,,En el CMPA,2022-07-08T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4001_1663745050924.png
3942,MAPACHE,Felina,SIAMÉS,Macho,N,2020-03-16T00:00:00,Gris,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/3942_1663746084877.png,Cuarentena,Disponible,N,941010000461690,,,N,S,S,2022-03-16T10:30:44,2023-02-10T10:26:43,AR0049406,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3942_1663746084877.png
3945,MONTXO,Felina,COMÚN EUROPEO,Macho,N,2021-07-18T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/3945_1647588204885.png,Cuarentena,Disponible,N,981098108659527,,,N,N,S,2022-03-18T08:23:24,2022-03-25T08:53:32,AR0049411,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/3945_1647588204885.png
4139,BAIRON,Canina,MESTIZO,Macho,N,2021-06-06T00:00:00,Crema,,/cont/paginas/proteccionanimal/animal/imagen/4139_1674472946235.png,Cuarentena,Disponible,N,981098108687529,ES,020360773,N,N,S,2022-06-06T13:15:26,2023-02-16T13:25:01,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4139_1674472946235.png
4177,TOM RAIDER,Felina,COMÚN EUROPEO,Hembra,N,2021-06-22T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4177_1655897159255.png,Parque,Disponible,N,941010000414631,,,N,N,S,2022-06-22T13:25:59,2022-06-23T11:18:02,AR0055276,2022-06-22T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4177_1655897159255.png
4316,QUINTA,Felina,COMÚN EUROPEO,Hembra,N,2020-08-30T00:00:00,Gris,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4316_1661859366965.png,Cuarentena,Disponible,N,941010000778178,,,N,N,N,2022-08-30T13:36:06,2022-08-30T13:36:06,AR0058171,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4316_1661859366965.png
4320,ALFREDO (G),Felina,COMÚN EUROPEO,Macho,N,2021-05-01T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4320_1662014127781.png,Parque,Disponible,N,941010000797109,,,N,S,S,2022-09-01T08:35:27,2022-09-01T08:35:27,AR0058166,,En el CMPA,2022-04-13T00:00:00,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4320_1662014127781.png
4133,MERCURIO,Felina,COMÚN EUROPEO,Macho,N,2021-06-03T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4133_1663746619225.png,Parque,Disponible,N,981098108687216,,,N,N,S,2022-06-03T12:17:47,2022-09-21T09:50:19,AR0056338,2022-06-03T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4133_1663746619225.png
4183,EMPERATRIZ,Canina,MESTIZO,Hembra,N,2021-06-27T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4183_1656585279544.png,CMPA,Disponible,N,941010000534766,ES,020367156,N,N,S,2022-06-27T14:08:07,2022-07-19T11:44:10,,2022-06-30T00:00:00,,,Miedoso,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4183_1656585279544.png
4186,julfur,Canina,MESTIZO,Macho,N,2021-06-29T00:00:00,Canela,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4186_1663745923412.png,Guardería,Disponible,N,941010000509926,ES,020367155,N,N,S,2022-06-29T12:24:19,2023-02-03T12:58:13,,2022-06-29T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4186_1663745923412.png
4188,ROCKY,Canina,MESTIZO,Macho,N,2011-03-01T00:00:00,Canela,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/4188_1663747294508.png,Guardería,Disponible,S,981098104026799,ES,020075519,S,N,S,2022-06-30T12:28:42,2022-11-26T10:14:26,,2020-06-26T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4188_1663747294508.png
4236,NARCO,Canina,MESTIZO,Macho,S,2021-09-23T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4236_1663746956290.png,Guardería,Disponible,N,941010000627169,ES,020365273,N,N,S,2022-07-23T14:23:57,2023-02-08T10:59:53,,2022-07-27T00:00:00,,,Miedoso,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4236_1663746956290.png
4246,RAMONA,Felina,COMÚN EUROPEO,Hembra,N,2019-08-01T00:00:00,Carey,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4246_1659355895582.png,Cuarentena,Disponible,N,,,,N,N,S,2022-08-01T14:11:35,2022-08-13T13:20:41,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4246_1659355895582.png
4249,HERRERIN,Felina,COMÚN EUROPEO,Macho,N,2022-05-04T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4249_1659599190898.png,Parque,Disponible,N,992000001059058,,,N,S,S,2022-08-04T09:46:30,2022-12-22T08:04:56,AR0057987,2022-08-04T00:00:00,En el CMPA,2022-12-21T00:00:00,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4249_1659599190898.png
4332,SAMBALA,Felina,COMÚN EUROPEO,Hembra,N,2021-05-01T00:00:00,Blanco y manchas negras,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4332_1662034636667.png,Parque,Disponible,N,941010000798713,,,N,S,S,2022-09-01T14:17:16,2022-09-01T14:17:16,AR0058179,2022-09-01T00:00:00,En el CMPA,2022-04-13T00:00:00,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4332_1662034636667.png
4342,BIZQUI,Felina,COMÚN EUROPEO,Macho,N,2014-09-06T00:00:00,Blanco,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4342_1662465648042.png,Cuarentena,Disponible,N,941010000782544,,,N,S,S,2022-09-06T14:00:48,2022-12-21T09:10:20,AR0058178,,En el CMPA,2022-12-21T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4342_1662465648042.png
4159,POLINA,Felina,COMÚN EUROPEO,Hembra,N,2016-06-06T00:00:00,Gris atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4159_1655282528412.png,Parque,Disponible,N,981098108659871,,,N,N,S,2022-06-15T10:42:08,2022-07-22T11:52:00,AR0056330,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4159_1655282528412.png
4160,CAPITANA MERICA,Felina,COMÚN EUROPEO,Hembra,N,2016-06-15T00:00:00,Naranja,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4160_1655286271513.png,Cuarentena,Disponible,N,981098108687526,,,N,S,S,2022-06-15T11:29:43,2023-02-08T12:31:32,AR0056329,,En el CMPA,2023-02-08T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4160_1655286271513.png
4230,JORGITO,Felina,COMÚN EUROPEO,Macho,N,2021-07-19T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4230_1658223655217.png,Parque,Disponible,S,992000001059729,,,N,N,S,2022-07-19T11:40:55,2022-09-15T08:23:49,AR0057927,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4230_1658223655217.png
4305,TIANA,Felina,COMÚN EUROPEO,Hembra,N,2022-02-24T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4305_1661332557902.png,Casa de Acogida,Disponible,N,992000001059732,,,N,N,S,2022-08-24T11:15:57,2023-02-07T09:54:53,AR0058000,2022-09-14T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4305_1661332557902.png
4306,JASMIN,Felina,COMÚN EUROPEO,Hembra,N,2022-02-24T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4306_1661333335834.png,Casa de Acogida,Disponible,N,992000001059731,,,N,N,S,2022-08-24T11:28:55,2022-08-24T11:28:55,AR0057921,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4306_1661333335834.png
4312,ALMA,Felina,COMÚN EUROPEO,Hembra,N,2021-08-20T00:00:00,Atigrado,,/cont/paginas/proteccionanimal/animal/imagen/4312_1661591431815.png,Parque,Disponible,N,941010000826407,,,N,S,S,2022-08-27T11:07:50,2022-12-21T08:09:32,AR0058169,,En el CMPA,2022-11-15T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4312_1661591431815.png
4315,MAESTRO,Felina,COMÚN EUROPEO,Macho,N,2021-08-30T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4315_1661859000877.png,Cuarentena,Disponible,N,941010000749255,,,N,S,S,2022-08-30T13:30:00,2022-12-22T13:26:05,AR0058170,,En el CMPA,2022-12-22T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4315_1661859000877.png
4317,DRACO,Canina,MESTIZO,Macho,N,2020-11-03T00:00:00,Dorado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4317_1661944402379.png,CMPA,Disponible,S,985113004214037,ES,020323040,N,S,S,2022-08-31T13:13:22,2023-02-10T10:50:21,,2022-09-01T00:00:00,En el CMPA,2023-02-10T00:00:00,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4317_1661944402379.png
4330,SAMU,Canina,PASTOR ALEMÁN,Macho,N,2014-09-01T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4330_1662031677382.png,CMPA,Disponible,N,941010000726531,ES,020366339,N,N,S,2022-09-01T13:27:57,2023-01-31T13:29:25,,2022-09-01T00:00:00,,,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4330_1662031677382.png
4192,PARTIKULA,Felina,COMÚN EUROPEO,Hembra,N,2020-07-05T00:00:00,Atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4192_1657012042300.png,Cuarentena,Disponible,N,992000001059046,,,N,N,S,2022-07-05T11:07:22,2022-07-22T10:27:20,AR0057981,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4192_1657012042300.png
4258,PIZARRO,Felina,COMÚN EUROPEO,Macho,N,2022-05-01T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4258_1659948495541.png,Casa de Acogida,Disponible,N,992000001059037,,,N,N,S,2022-08-08T10:48:15,2022-08-13T11:56:11,AR0057991,2022-08-08T00:00:00,,,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4258_1659948495541.png
4259,GIN,Felina,COMÚN EUROPEO,Hembra,N,2022-05-08T00:00:00,Naranja atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4259_1659948831754.png,Casa de Acogida,Disponible,N,992000001059036,,,N,N,S,2022-08-08T10:53:51,2022-08-13T11:56:33,AR0057992,2022-02-08T00:00:00,,,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4259_1659948831754.png
4260,GON,Felina,COMÚN EUROPEO,Macho,N,2022-05-08T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4260_1659950996550.png,Casa de Acogida,Disponible,N,992000001059034,,,N,N,S,2022-08-08T11:29:56,2022-08-13T11:55:48,AR0057994,2022-08-08T00:00:00,,,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4260_1659950996550.png
4185,JULITO,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2021-06-29T00:00:00,Blanco y marrón,Gigante (> 45 Kg),/cont/paginas/proteccionanimal/animal/imagen/4185_1656495506270.png,Guardería,Disponible,N,941010000494235,ES,020367154,N,N,S,2022-06-29T11:38:26,2022-09-12T11:21:41,,2022-06-29T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4185_1656495506270.png
4243,TERE,Canina,MESTIZO,Hembra,N,2021-10-30T00:00:00,Marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4243_1659173443008.png,CMPA,Disponible,N,992000001059048,ES,020365277,N,N,N,2022-07-30T11:30:43,2022-10-31T11:31:46,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4243_1659173443008.png
4250,PITIN,Canina,PODENCO,Macho,N,2022-04-04T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4250_1659601554139.png,CMPA,Disponible,N,992000001059053,ES,020365285,N,S,S,2022-08-04T10:25:54,2023-02-15T08:35:25,,,En el CMPA,2023-02-15T00:00:00,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4250_1659601554139.png
4253,BLANQUITA,Felina,COMÚN EUROPEO,Hembra,N,2022-01-01T00:00:00,Blanco y manchas negras,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4253_1659693877193.png,Casa de Acogida,Disponible,N,,,,N,N,S,2022-08-05T11:49:01,2022-09-01T13:52:29,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4253_1659693877193.png
4152,SKAY,Canina,AMERICAN STAFFORDSHIRE TERRIER,Macho,S,2020-11-15T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4152_1664796322640.png,Guardería,Disponible,S,941000026417510,ES,140037318,N,N,S,2022-06-14T11:21:07,2023-02-07T11:51:36,,2021-06-22T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4152_1664796322640.png
4198,COLACAO,Canina,MESTIZO,Macho,S,2022-01-01T00:00:00,Blanco y negro,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/4198_1663747895762.png,Cuarentena,Disponible,N,941010000705107,ES,020367162,N,S,S,2022-07-07T12:46:25,2023-02-09T11:42:46,,,En el CMPA,2023-02-09T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4198_1663747895762.png
4132,Guerrera Luna,Felina,COMÚN EUROPEO,Hembra,N,2021-06-03T00:00:00,Blanco y negro,,/cont/paginas/proteccionanimal/animal/imagen/4132_1654241343497.png,Parque,Disponible,N,981098108687636,,,N,N,S,2022-06-03T09:03:48,2022-06-03T09:03:48,AR0056339,,,,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4132_1654241343497.png
4144,Madame Vastra,Felina,COMÚN EUROPEO,Hembra,N,2021-06-07T00:00:00,Gris,,/cont/paginas/proteccionanimal/animal/imagen/4144_1663746043791.png,Parque,Disponible,N,981098108687391,,,N,S,S,2022-06-08T13:50:18,2022-09-21T09:40:43,AR0056334,,En el CMPA,2022-06-08T00:00:00,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4144_1663746043791.png
4176,ELEKTRA,Felina,COMÚN EUROPEO,Hembra,N,2021-06-22T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4176_1675513274459.png,Parque,Disponible,N,981098108687749,,,N,N,S,2022-06-22T13:15:11,2023-02-04T13:21:14,AR0055277,2022-06-22T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4176_1675513274459.png
4224,MARILYN,Felina,COMÚN EUROPEO,Hembra,N,2021-09-16T00:00:00,Atigrado,,/cont/paginas/proteccionanimal/animal/imagen/4224_1660647031473.png,Casa de Acogida,Disponible,S,941010000685211,,,N,N,S,2022-07-16T10:16:49,2022-08-16T12:50:31,,,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4224_1660647031473.png
4278,ATECA,Felina,COMÚN EUROPEO,Hembra,N,2022-06-13T00:00:00,Naranja,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4278_1660378276899.png,Casa de Acogida,Disponible,N,992000001059030,,,N,N,S,2022-08-13T10:11:16,2022-10-25T14:20:52,AR0057997,2022-10-25T00:00:00,,,Por determinar,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4278_1660378276899.png
4282,SANDY,Canina,AMERICAN BULLY,Hembra,S,2018-02-14T00:00:00,Blanco y negro,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/4282_1663747334563.png,Guardería,Disponible,S,981098106691643,ES,020267588,N,S,S,2022-08-16T12:11:06,2023-01-18T11:15:05,,2018-07-03T00:00:00,En el hospital,2022-09-05T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4282_1663747334563.png
4308,CHIRLA,Canina,MESTIZO,Hembra,N,2021-08-24T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4308_1661339467333.png,CMPA,Disponible,N,992000001059062,ES,020366334,N,N,S,2022-08-24T13:11:07,2022-11-23T10:08:33,,2022-08-26T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4308_1661339467333.png
4310,GURRION,Felina,COMÚN EUROPEO,Macho,N,2018-08-27T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4310_1661580077417.png,Cuarentena,Disponible,N,,,,N,N,S,2022-08-27T08:01:17,2022-08-27T08:01:17,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4310_1661580077417.png
4408,COTTON,Canina,,Macho,,2016-07-16T00:00:00,,,/cont/paginas/proteccionanimal/animal/imagen/4408_1665658952964.png,Cuarentena,Disponible,S,941000021340147,ES,020240661,S,S,S,2022-10-13T13:02:32,2023-02-20T10:53:43,,2021-10-27T00:00:00,En el CMPA,2023-02-20T00:00:00,Bueno,,12,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4408_1665658952964.png
